CERCID,SITE,SELFGAME,DISTANT,PROXIM,DIEPUN,OMNI.BG,AGE,SEX,CHILDREN,FORMALED,HONSAL,DISSAL,HONBIN,DISBIN,HONDIS,TREATMENT,INGFIRST,gamecheck,gmcheck.imp,HADZA
CERC255,Lovu,1,16,14,1,1,55,1,1,12,0.2,0.75,1,1,2,0,0,0,0,0
CERC256,Lovu,1,18,12,0.5,1,42,0,3,11,NA,NA,0,0,0,1,0,0,0,0
CERC257,Lovu,1,11,19,1,1,74,0,6,7,NA,0.25,0,1,1,0,1,0,0,0
CERC258,Lovu,1,15,15,1,1,58,0,2,8,0.2,NA,1,0,1,1,1,0,0,0
CERC259,Lovu,1,21,9,1,1,47,0,1,10,1,0.333333333,1,1,2,1,1,0,0,0
CERC26,Coastal Tanna,1,14,16,0.5,1,41,1,3,12,0.6,0.8,1,1,2,0,1,0,0,0
CERC260,Lovu,1,15,15,1,1,48,0,1,10,NA,NA,0,0,0,1,1,0,0,0
CERC261,Lovu,1,11,19,1,1,60,1,1,5,0.666666667,0.5,1,1,2,0,1,1,1,0
CERC262,Lovu,1,16,14,0.5,1,68,0,2,7,1,NA,1,0,1,0,0,0,0,0
CERC263,Lovu,1,18,12,0.5,1,37,0,1,12,0.2,0.75,1,1,2,0,1,0,0,0
CERC264,Lovu,1,10,20,1,1,19,1,0,9,1,NA,1,0,1,1,1,0,0,0
CERC265,Mauritius,1,16,14,1,1,24,1,1,6,NA,0.2,0,1,1,0,1,0,0,0
CERC266,Mauritius,1,13,17,1,1,60,0,6,4,NA,NA,0,0,0,0,0,0,0,0
CERC267,Mauritius,1,9,21,0,1,23,1,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC268,Mauritius,1,11,19,0,1,25,1,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC269,Mauritius,1,13,17,1,1,50,0,3,5,NA,NA,0,0,0,0,1,0,0,0
CERC27,Coastal Tanna,1,12,18,0.5,1,25,1,1,10,NA,NA,0,0,0,0,0,0,0,0
CERC270,Mauritius,1,8,22,0.5,1,18,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC271,Mauritius,1,5,25,0.5,0.5,18,1,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC272,Mauritius,1,16,14,0.5,1,24,1,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC273,Mauritius,1,13,17,1,1,59,0,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC274,Mauritius,1,14,16,1,1,28,0,2,6,NA,NA,0,0,0,0,1,0,0,0
CERC275,Mauritius,1,13,17,1,1,42,1,2,6,NA,NA,0,0,0,0,1,0,0,0
CERC276,Mauritius,1,8,22,0.5,1,24,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC277,Mauritius,1,17,13,0.5,1,59,1,4,6,NA,1,0,1,1,0,1,0,0,0
CERC278,Mauritius,1,12,18,0.5,0,20,0,0,10,NA,NA,0,0,0,0,0,0,0,0
CERC279,Mauritius,1,11,19,0.5,1,50,1,3,12,NA,NA,0,0,0,0,0,0,0,0
CERC28,Coastal Tanna,1,16,14,1,1,59,1,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC280,Mauritius,1,12,18,0,NA,32,1,1,11,NA,NA,0,0,0,0,1,1,1,0
CERC281,Mauritius,1,8,22,0.5,0.5,22,0,0,10,NA,NA,0,0,0,0,0,0,0,0
CERC282,Mauritius,1,19,11,1,1,35,1,2,11,NA,NA,0,0,0,0,0,0,0,0
CERC283,Mauritius,1,15,15,0,0.5,61,0,3,10,NA,NA,0,0,0,0,1,0,0,0
CERC284,Mauritius,1,11,19,0,1,55,1,6,2,NA,NA,0,0,0,0,0,0,0,0
CERC285,Mauritius,1,15,15,0,0.5,45,1,2,4,NA,NA,0,0,0,0,0,0,0,0
CERC286,Mauritius,1,13,17,0,1,52,1,0,4,NA,NA,0,0,0,0,0,0,0,0
CERC287,Mauritius,1,12,18,1,1,28,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC288,Mauritius,1,16,14,1,1,26,0,1,10,NA,NA,0,0,0,0,0,0,0,0
CERC289,Mauritius,1,15,15,0.5,1,55,0,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC29,Coastal Tanna,1,9,21,1,1,43,1,2,7,NA,NA,0,0,0,0,1,0,0,0
CERC290,Mauritius,1,15,15,0.5,1,23,0,0,6,NA,NA,0,0,0,0,1,0,0,0
CERC291,Mauritius,1,18,12,1,0.5,18,1,0,8,NA,NA,0,0,0,0,1,0,0,0
CERC292,Mauritius,1,18,12,1,1,22,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC293,Mauritius,1,18,12,0.5,1,18,1,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC294,Mauritius,1,14,16,0,1,38,1,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC295,Mauritius,1,18,12,1,1,35,1,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC296,Mauritius,1,19,11,0,1,74,1,3,6,0.6,NA,1,0,1,0,1,0,0,0
CERC297,Mauritius,1,15,15,1,1,21,1,0,11,0.166666667,NA,1,0,1,0,0,0,0,0
CERC298,Mauritius,1,10,20,0.5,1,54,1,1,6,NA,NA,0,0,0,0,0,0,0,0
CERC299,Mauritius,1,14,16,0,1,52,1,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC3,Coastal Tanna,1,16,14,1,1,75,0,6,0,NA,NA,0,0,0,0,1,0,0,0
CERC30,Coastal Tanna,1,17,13,1,1,30,1,3,6,NA,NA,0,0,0,0,1,0,0,0
CERC301,Mauritius,1,20,10,1,1,61,1,4,0,NA,NA,0,0,0,0,1,0,0,0
CERC302,Mauritius,1,15,15,0.5,1,56,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC303,Mauritius,1,15,15,1,1,45,0,3,5,NA,NA,0,0,0,0,1,0,0,0
CERC304,Mauritius,1,21,9,0.5,0.5,61,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC305,Mauritius,1,19,11,0.5,1,37,1,1,12,NA,NA,0,0,0,0,1,0,0,0
CERC306,Mauritius,1,15,15,0,1,55,1,3,6,NA,NA,0,0,0,0,0,0,0,0
CERC307,Mauritius,1,14,16,1,1,41,1,2,6,NA,NA,0,0,0,0,1,1,1,0
CERC31,Coastal Tanna,1,20,10,1,1,42,1,3,6,0.6,NA,1,0,1,0,0,0,0,0
CERC310,Mauritius,1,15,15,1,1,26,1,0,6,NA,NA,0,0,0,0,1,1,1,0
CERC311,Mauritius,1,11,19,1,1,33,1,0,9,NA,NA,0,0,0,1,0,0,0,0
CERC312,Mauritius,1,15,15,0.5,1,36,1,2,7,NA,NA,0,0,0,1,1,0,0,0
CERC314,Mauritius,1,12,18,1,1,47,0,3,11,NA,NA,0,0,0,1,0,0,0,0
CERC315,Mauritius,1,15,15,1,1,35,0,2,9,NA,NA,0,0,0,1,0,0,0,0
CERC316,Mauritius,1,14,16,0.5,1,22,1,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC317,Mauritius,1,11,19,1,1,24,1,0,11,NA,NA,0,0,0,1,0,0,0,0
CERC318,Mauritius,1,13,17,0,1,40,0,2,11,NA,0.6,0,1,1,1,1,0,0,0
CERC319,Mauritius,1,17,13,0,1,78,1,3,6,NA,NA,0,0,0,1,1,0,0,0
CERC32,Coastal Tanna,1,14,16,1,1,30,1,2,10,NA,NA,0,0,0,0,0,0,0,0
CERC320,Mauritius,1,15,15,1,1,18,0,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC321,Mauritius,1,19,11,1,1,19,1,0,11,NA,NA,0,0,0,1,1,0,0,0
CERC322,Mauritius,1,15,15,1,1,20,1,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC323,Mauritius,1,13,17,1,1,19,1,0,13,NA,NA,0,0,0,1,0,0,0,0
CERC324,Mauritius,1,14,16,1,1,18,0,0,10,NA,NA,0,0,0,1,0,0,0,0
CERC325,Mauritius,1,13,17,0.5,1,31,0,1,11,NA,NA,0,0,0,1,0,1,1,0
CERC326,Mauritius,1,4,26,0,1,25,0,2,11,NA,NA,0,0,0,1,1,0,0,0
CERC327,Mauritius,1,14,16,1,1,59,1,2,10,NA,NA,0,0,0,1,1,0,0,0
CERC328,Mauritius,1,15,15,1,1,26,1,0,10,NA,NA,0,0,0,1,1,1,1,0
CERC329,Mauritius,1,10,20,NA,1,18,0,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC33,Coastal Tanna,1,18,12,1,1,21,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC330,Mauritius,1,16,14,1,1,34,1,1,7,NA,NA,0,0,0,1,1,0,0,0
CERC331,Mauritius,1,17,13,1,1,20,0,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC332,Mauritius,1,13,17,0.5,1,21,0,1,10,NA,NA,0,0,0,1,1,0,0,0
CERC333,Mauritius,1,9,21,0,0,52,1,5,13,NA,NA,0,0,0,1,0,0,0,0
CERC334,Mauritius,1,9,21,1,1,18,1,0,10,1,0.4,1,1,2,1,1,0,0,0
CERC335,Mauritius,1,12,18,0.5,1,34,1,1,6,NA,NA,0,0,0,1,0,0,0,0
CERC336,Mauritius,1,19,11,0.5,1,45,1,2,11,NA,NA,0,0,0,1,0,0,0,0
CERC337,Mauritius,1,14,16,0,0,34,1,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC338,Mauritius,1,8,22,1,0,38,1,1,9,NA,NA,0,0,0,1,1,0,0,0
CERC339,Mauritius,1,18,12,0,1,23,1,0,6,NA,NA,0,0,0,1,1,0,0,0
CERC34,Coastal Tanna,1,14,16,1,1,31,1,3,11,NA,NA,0,0,0,0,0,0,0,0
CERC340,Mauritius,1,9,21,0.5,1,43,0,2,3,NA,NA,0,0,0,1,0,0,0,0
CERC341,Mauritius,1,12,18,0.5,1,24,0,0,9,NA,NA,0,0,0,1,1,0,0,0
CERC342,Mauritius,1,17,13,1,1,56,1,1,11,NA,NA,0,0,0,1,0,0,0,0
CERC343,Mauritius,1,14,16,1,1,19,1,0,11,NA,NA,0,0,0,1,0,1,1,0
CERC344,Mauritius,1,11,19,1,1,17,1,0,6,NA,NA,0,0,0,1,1,0,0,0
CERC345,Mauritius,1,8,22,0.5,1,49,1,2,13,NA,NA,0,0,0,1,0,0,0,0
CERC346,Mauritius,1,15,15,0.5,1,45,1,4,11,NA,NA,0,0,0,1,1,0,0,0
CERC347,Mauritius,1,11,19,0.5,1,33,1,2,5,NA,NA,0,0,0,1,0,0,0,0
CERC348,Mauritius,1,14,16,0.5,1,33,1,2,5,NA,NA,0,0,0,1,0,1,1,0
CERC349,Mauritius,1,7,23,0,1,36,1,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC35,Coastal Tanna,1,12,18,0.5,1,34,1,0,6,NA,NA,0,0,0,0,0,0,0,0
CERC350,Mauritius,1,15,15,1,1,34,1,1,6,NA,NA,0,0,0,1,1,0,0,0
CERC351,Mauritius,1,14,16,1,1,34,0,2,6,NA,NA,0,0,0,1,1,0,0,0
CERC352,Mauritius,1,13,17,0.5,1,55,0,4,8,NA,NA,0,0,0,1,0,0,0,0
CERC353,Mauritius,1,11,19,1,1,32,1,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC354,Mauritius,1,13,17,1,1,36,1,0,6,0.5,NA,1,0,1,1,1,0,0,0
CERC355,Mauritius,1,13,17,0.5,1,66,1,4,7,NA,NA,0,0,0,1,0,0,0,0
CERC356,Mauritius,1,16,14,1,1,42,1,0,9,NA,NA,0,0,0,1,1,0,0,0
CERC357,Mauritius,1,15,15,0.5,1,33,1,2,11,NA,NA,0,0,0,1,0,0,0,0
CERC358,Mauritius,1,16,14,1,1,47,0,2,11,NA,NA,0,0,0,1,1,1,1,0
CERC359,Pesqueiro,1,15,15,0.5,1,18,1,1,10,NA,NA,0,0,0,0,1,0,0,0
CERC36,Coastal Tanna,1,15,15,0.5,1,26,1,2,16,NA,NA,0,0,0,0,0,0,0,0
CERC360,Pesqueiro,1,13,17,1,1,52,1,0,8,NA,NA,0,0,0,1,1,0,0,0
CERC361,Pesqueiro,1,14,16,1,1,34,1,0,4,1,NA,1,0,1,0,1,0,0,0
CERC362,Pesqueiro,1,8,22,NA,NA,36,1,3,12,NA,NA,0,0,0,1,1,0,0,0
CERC363,Pesqueiro,1,25,5,1,1,53,0,1,2,0.5,NA,1,0,1,1,1,0,0,0
CERC364,Pesqueiro,1,12,18,1,1,25,1,1,11,NA,NA,0,0,0,1,1,0,0,0
CERC365,Pesqueiro,1,14,16,1,1,34,1,2,10,NA,NA,0,0,0,0,0,0,0,0
CERC366,Pesqueiro,1,17,13,0.5,1,36,0,1,6,NA,0.4,0,1,1,1,0,0,0,0
CERC367,Pesqueiro,1,16,14,0.5,1,25,0,0,12,NA,NA,0,0,0,0,0,0,0,0
CERC368,Pesqueiro,1,16,14,0.5,1,25,0,0,11,NA,NA,0,0,0,0,1,0,0,0
CERC369,Pesqueiro,1,18,12,1,1,45,0,4,5,NA,NA,0,0,0,1,0,1,1,0
CERC37,Coastal Tanna,1,15,15,1,1,38,1,3,12,NA,NA,0,0,0,0,1,0,0,0
CERC370,Pesqueiro,1,7,23,0.5,1,40,0,2,11,NA,NA,0,0,0,0,1,0,0,0
CERC371,Pesqueiro,1,14,16,0,1,52,0,4,NA,NA,NA,0,0,0,0,0,0,0,0
CERC372,Pesqueiro,1,18,12,1,1,18,1,1,8,NA,NA,0,0,0,1,0,0,0,0
CERC373,Pesqueiro,1,20,10,1,1,19,1,1,11,1,NA,1,0,1,0,1,0,0,0
CERC374,Pesqueiro,1,19,11,1,1,39,1,4,8,NA,NA,0,0,0,1,1,0,0,0
CERC375,Pesqueiro,1,25,5,0.5,1,45,0,3,5,NA,NA,0,0,0,0,0,0,0,0
CERC376,Pesqueiro,1,14,16,1,1,18,1,0,NA,NA,NA,0,0,0,1,0,0,0,0
CERC377,Pesqueiro,1,16,14,1,1,19,1,0,NA,1,NA,1,0,1,0,0,1,1,0
CERC378,Pesqueiro,1,14,16,1,1,20,0,NA,7,0.5,NA,1,0,1,1,1,0,0,0
CERC379,Pesqueiro,1,15,15,0,1,42,0,4,5,0.666666667,NA,1,0,1,0,0,0,0,0
CERC38,Coastal Tanna,1,13,17,1,1,43,1,5,9,NA,NA,0,0,0,0,1,0,0,0
CERC380,Pesqueiro,1,14,16,1,1,17,0,0,NA,NA,NA,0,0,0,1,1,0,0,0
CERC381,Pesqueiro,1,17,13,1,1,28,0,0,NA,NA,1,0,1,1,1,0,0,0,0
CERC382,Pesqueiro,1,12,18,0.5,1,39,1,0,3,NA,NA,0,0,0,1,0,0,0,0
CERC383,Pesqueiro,1,14,16,1,1,47,1,1,11,0.2,NA,1,0,1,1,0,0,0,0
CERC384,Pesqueiro,1,14,16,0.5,1,60,1,8,5,NA,NA,0,0,0,1,1,0,0,0
CERC385,Pesqueiro,1,17,13,1,1,25,0,2,11,0.4,NA,1,0,1,1,1,0,0,0
CERC386,Pesqueiro,1,13,17,0.5,1,21,1,0,10,NA,NA,0,0,0,0,1,0,0,0
CERC387,Pesqueiro,1,14,16,1,1,18,1,0,2,NA,NA,0,0,0,0,1,0,0,0
CERC388,Pesqueiro,1,12,18,0.5,1,44,0,9,5,0.4,NA,1,0,1,1,1,0,0,0
CERC389,Pesqueiro,1,18,12,1,1,22,0,1,10,NA,0.6,0,1,1,1,0,0,0,0
CERC39,Coastal Tanna,1,19,11,0.5,1,37,1,6,4,NA,NA,0,0,0,0,0,0,0,0
CERC390,Pesqueiro,1,14,16,1,1,26,0,0,10,NA,NA,0,0,0,1,0,0,0,0
CERC391,Pesqueiro,1,13,17,0.5,1,40,0,4,10,NA,NA,0,0,0,1,0,0,0,0
CERC392,Pesqueiro,1,13,17,1,1,50,0,3,10,NA,0.25,0,1,1,0,1,0,0,0
CERC393,Pesqueiro,1,15,15,1,1,55,0,4,4,NA,NA,0,0,0,0,0,0,0,0
CERC394,Pesqueiro,1,13,17,1,1,60,0,8,2,NA,NA,0,0,0,1,1,0,0,0
CERC395,Pesqueiro,1,20,10,0.5,1,43,0,2,4,NA,NA,0,0,0,0,0,0,0,0
CERC396,Pesqueiro,1,13,17,1,1,40,1,0,8,NA,NA,0,0,0,0,0,0,0,0
CERC397,Pesqueiro,1,15,15,0,1,26,0,3,11,NA,NA,0,0,0,0,0,0,0,0
CERC398,Pesqueiro,1,19,11,1,1,34,0,5,5,NA,NA,0,0,0,0,0,0,0,0
CERC399,Pesqueiro,1,16,14,1,1,38,0,8,1,NA,NA,0,0,0,0,0,0,0,0
CERC4,Coastal Tanna,1,14,16,0.5,1,28,0,1,7,NA,NA,0,0,0,0,1,0,0,0
CERC40,Coastal Tanna,1,16,14,1,1,38,1,4,6,NA,NA,0,0,0,0,0,0,0,0
CERC400,Pesqueiro,1,12,18,0,1,28,0,2,7,NA,NA,0,0,0,1,1,0,0,0
CERC401,Pesqueiro,1,16,14,1,1,24,0,2,10,NA,NA,0,0,0,1,1,0,0,0
CERC402,Pesqueiro,1,14,16,1,1,24,1,1,9,NA,NA,0,0,0,0,0,0,0,0
CERC403,Pesqueiro,1,13,17,1,1,23,0,1,11,NA,0.2,0,1,1,0,1,0,0,0
CERC404,Pesqueiro,1,6,24,1,1,58,1,14,1,NA,NA,0,0,0,0,1,0,0,0
CERC405,Pesqueiro,1,17,13,1,1,72,0,6,6,NA,NA,0,0,0,0,1,0,0,0
CERC406,Pesqueiro,1,16,14,1,1,21,1,1,11,0.666666667,NA,1,0,1,0,0,1,1,0
CERC407,Pesqueiro,1,15,15,0.5,0,23,1,0,10,0.333333333,NA,1,0,1,1,0,0,0,0
CERC408,Pesqueiro,1,16,14,0,1,32,1,2,12,1,0.2,1,1,2,1,0,0,0,0
CERC409,Pesqueiro,1,12,18,0.5,1,27,1,3,15,0.6,1,1,1,2,0,1,1,1,0
CERC41,Coastal Tanna,1,19,11,1,1,52,1,5,6,NA,NA,0,0,0,0,1,0,0,0
CERC410,Pesqueiro,1,20,10,1,1,29,1,1,3,NA,NA,0,0,0,0,0,0,0,0
CERC411,Pesqueiro,1,14,16,0.5,1,22,1,1,11,NA,NA,0,0,0,0,1,0,0,0
CERC412,Pesqueiro,1,16,14,1,1,48,1,6,NA,NA,NA,0,0,0,1,0,0,0,0
CERC413,Pesqueiro,1,17,13,1,1,28,1,2,9,NA,NA,0,0,0,1,1,0,0,0
CERC414,Pesqueiro,1,11,19,0.5,1,23,1,2,7,NA,NA,0,0,0,0,1,1,1,0
CERC415,Pesqueiro,1,17,13,1,1,37,1,0,NA,0.2,0.2,1,1,2,0,1,0,0,0
CERC416,Pesqueiro,1,10,20,1,1,22,1,1,11,NA,NA,0,0,0,0,1,0,0,0
CERC417,Pesqueiro,1,16,14,0.5,1,21,1,0,8,1,NA,1,0,1,1,0,0,0,0
CERC418,Pesqueiro,1,12,18,NA,NA,21,1,0,10,NA,NA,0,0,0,1,1,0,0,0
CERC419,Pesqueiro,1,15,15,1,1,21,0,1,7,NA,0.6,0,1,1,0,0,0,0,0
CERC42,Coastal Tanna,1,15,15,1,1,28,1,3,6,NA,NA,0,0,0,0,1,0,0,0
CERC420,Pesqueiro,1,13,17,1,1,37,0,0,6,NA,NA,0,0,0,1,0,0,0,0
CERC421,Pesqueiro,1,17,13,0.5,1,20,0,1,10,NA,NA,0,0,0,0,1,0,0,0
CERC422,Pesqueiro,1,14,16,NA,NA,31,0,3,12,NA,NA,0,0,0,1,0,0,0,0
CERC423,Pesqueiro,1,21,9,1,1,44,0,3,4,NA,NA,0,0,0,1,1,0,0,0
CERC424,Pesqueiro,1,14,16,0.5,1,56,0,3,7,NA,NA,0,0,0,1,1,0,0,0
CERC425,Pesqueiro,1,19,11,1,1,35,0,1,11,1,1,1,1,2,1,0,0,0,0
CERC426,Pesqueiro,1,14,16,1,1,43,0,4,8,NA,NA,0,0,0,1,0,0,0,0
CERC427,Pesqueiro,1,14,16,1,1,54,1,2,5,NA,NA,0,0,0,0,1,0,0,0
CERC428,Pesqueiro,1,8,22,1,1,40,1,0,4,NA,0.2,0,1,1,0,1,0,0,0
CERC429,Pesqueiro,1,12,18,1,1,57,1,3,17,NA,NA,0,0,0,0,1,0,0,0
CERC43,Coastal Tanna,1,15,15,0.5,1,61,1,5,10,NA,NA,0,0,0,0,0,0,0,0
CERC430,Pesqueiro,1,11,19,1,1,22,0,1,11,NA,NA,0,0,0,1,0,0,0,0
CERC431,Pesqueiro,1,0,30,0,0,38,0,6,1,NA,NA,0,0,0,0,1,0,0,0
CERC432,Pesqueiro,1,16,14,1,1,32,0,1,12,NA,NA,0,0,0,1,0,0,0,0
CERC433,Pesqueiro,1,13,17,1,1,21,1,1,5,NA,NA,0,0,0,1,1,0,0,0
CERC434,Pesqueiro,1,13,17,NA,NA,21,1,0,11,NA,NA,0,0,0,0,0,0,0,0
CERC435,Pesqueiro,1,12,18,1,1,44,0,1,10,NA,NA,0,0,0,0,1,0,0,0
CERC436,Tyva Republic,1,19,11,0.5,0,20,1,0,13,NA,NA,0,0,0,0,0,0,0,0
CERC437,Tyva Republic,1,14,16,1,1,44,1,4,15,NA,NA,0,0,0,0,1,0,0,0
CERC438,Tyva Republic,1,18,12,1,1,41,0,2,14,0.6,0.8,1,1,2,0,0,0,0,0
CERC439,Tyva Republic,1,21,9,1,1,25,0,2,16.5,NA,NA,0,0,0,0,0,1,1,0
CERC44,Coastal Tanna,1,13,17,0.5,1,20,1,0,14,1,1,1,1,2,0,0,0,0,0
CERC440,Tyva Republic,1,13,17,1,1,27,0,1,16,NA,NA,0,0,0,0,0,0,0,0
CERC441,Tyva Republic,1,10,20,1,1,53,0,5,14,NA,NA,0,0,0,0,1,0,0,0
CERC442,Tyva Republic,1,20,10,0.5,1,46,1,2,16,NA,NA,0,0,0,0,1,0,0,0
CERC443,Tyva Republic,1,14,16,1,0.5,45,0,2,17,0.6,0.2,1,1,2,0,1,0,0,0
CERC444,Tyva Republic,1,12,18,1,1,28,0,2,19,0.8,0.8,1,1,2,0,1,0,0,0
CERC445,Tyva Republic,1,15,15,1,0,27,1,2,16,NA,NA,0,0,0,0,0,0,0,0
CERC446,Tyva Republic,1,17,13,0.5,0.5,30,1,1,18,NA,NA,0,0,0,0,1,0,0,0
CERC447,Tyva Republic,1,23,7,1,1,37,0,4,16,NA,1,0,1,1,0,1,0,0,0
CERC448,Tyva Republic,1,16,14,0.5,1,39,1,5,16,NA,NA,0,0,0,0,1,0,0,0
CERC449,Tyva Republic,1,12,18,0.5,1,35,0,3,16,0.8,0.6,1,1,2,0,0,0,0,0
CERC45,Hadza,1,15,15,NA,NA,35,1,4,0,NA,NA,0,0,0,0,1,NA,0,1
CERC450,Tyva Republic,1,20,10,1,0.5,49,0,2,16,NA,NA,0,0,0,0,1,0,0,0
CERC451,Tyva Republic,1,19,11,1,1,34,0,1,15,NA,NA,0,0,0,0,1,0,0,0
CERC452,Tyva Republic,1,14,16,1,1,22,0,2,15,NA,NA,0,0,0,0,0,0,0,0
CERC453,Tyva Republic,1,13,17,1,1,24,1,2,14,1,NA,1,0,1,0,0,0,0,0
CERC454,Tyva Republic,1,14,16,0,0,33,0,2,20,NA,NA,0,0,0,0,1,0,0,0
CERC455,Tyva Republic,1,17,13,1,1,58,1,5,19,NA,NA,0,0,0,0,0,0,0,0
CERC456,Tyva Republic,1,19,11,0.5,1,28,0,0,16,NA,NA,0,0,0,0,1,0,0,0
CERC457,Tyva Republic,1,13,17,1,1,27,1,1,13,1,NA,1,0,1,0,0,0,0,0
CERC458,Tyva Republic,1,19,11,1,1,51,0,2,15,NA,0.8,0,1,1,0,1,0,0,0
CERC459,Tyva Republic,1,14,16,1,1,22,0,1,15,NA,NA,0,0,0,0,1,0,0,0
CERC46,Hadza,1,9,21,NA,NA,42,0,9,0,NA,NA,0,0,0,0,1,NA,0,1
CERC460,Tyva Republic,1,18,12,0.5,1,48,0,2,20,0.4,1,1,1,2,0,0,0,0,0
CERC461,Tyva Republic,1,17,13,1,1,18,0,0,12,0.8,0.2,1,1,2,0,0,0,0,0
CERC462,Tyva Republic,1,15,15,0.5,0,23,0,0,15,1,0.6,1,1,2,0,1,0,0,0
CERC463,Tyva Republic,1,18,12,0,1,20,0,0,14,NA,NA,0,0,0,0,1,0,0,0
CERC464,Tyva Republic,1,13,17,0,0,28,0,2,17,NA,NA,0,0,0,0,0,0,0,0
CERC465,Tyva Republic,1,15,15,0.5,1,35,0,2,19,1,1,1,1,2,0,1,0,0,0
CERC466,Tyva Republic,1,11,19,0.5,1,67,0,2,14,0.4,0.6,1,1,2,0,0,0,0,0
CERC467,Tyva Republic,1,12,18,0.5,0.5,24,0,2,16,NA,NA,0,0,0,0,1,0,0,0
CERC468,Tyva Republic,1,15,15,0.5,0.5,30,0,2,18,0.8,NA,1,0,1,0,1,0,0,0
CERC469,Tyva Republic,1,12,18,1,1,20,0,0,14,NA,0.6,0,1,1,0,0,0,0,0
CERC47,Hadza,1,8,22,NA,0,38,0,3,0,NA,NA,0,0,0,0,0,NA,0,1
CERC470,Tyva Republic,1,14,16,1,1,20,0,0,13,NA,NA,0,0,0,0,0,0,0,0
CERC471,Tyva Republic,1,18,12,0.5,0,29,0,2,17,NA,0.8,0,1,1,0,1,0,0,0
CERC472,Tyva Republic,1,16,14,0.5,0.5,33,0,5,11,NA,0.2,0,1,1,0,1,0,0,0
CERC473,Tyva Republic,1,13,17,1,1,26,0,1,16,NA,NA,0,0,0,0,1,0,0,0
CERC474,Tyva Republic,1,15,15,1,1,22,0,1,14,NA,0.8,0,1,1,0,0,0,0,0
CERC475,Tyva Republic,1,13,17,1,1,58,1,3,17.5,NA,0.6,0,1,1,0,0,0,0,0
CERC476,Tyva Republic,1,17,13,1,1,23,0,1,16,NA,NA,0,0,0,0,0,0,0,0
CERC478,Tyva Republic,1,9,21,0.5,0.5,20,0,0,14,1,1,1,1,2,1,0,0,0,0
CERC479,Tyva Republic,1,17,13,0.5,1,31,0,2,21,NA,NA,0,0,0,1,1,0,0,0
CERC48,Hadza,1,14,16,NA,0,40,0,5,0,NA,NA,0,0,0,0,1,NA,0,1
CERC480,Tyva Republic,1,19,11,1,1,31,0,2,17,0.6,1,1,1,2,1,0,0,0,0
CERC481,Tyva Republic,1,18,12,0.5,1,27,1,1,15,1,1,1,1,2,1,0,0,0,0
CERC482,Tyva Republic,1,12,18,1,1,38,0,3,11.5,NA,NA,0,0,0,1,0,0,0,0
CERC483,Tyva Republic,1,18,12,1,1,55,0,3,17,NA,0.6,0,1,1,1,0,0,0,0
CERC484,Tyva Republic,1,9,21,1,1,31,1,2,17,1,1,1,1,2,1,1,0,0,0
CERC485,Tyva Republic,1,15,15,1,1,23,1,0,14,NA,NA,0,0,0,1,0,0,0,0
CERC486,Tyva Republic,1,14,16,0.5,1,23,1,0,14,NA,NA,0,0,0,1,0,0,0,0
CERC487,Tyva Republic,1,14,16,1,1,57,0,5,19,NA,0.4,0,1,1,1,1,0,0,0
CERC488,Tyva Republic,1,12,18,1,1,21,0,0,15,NA,NA,0,0,0,1,0,0,0,0
CERC489,Tyva Republic,1,8,22,0.5,0.5,24,1,0,14,NA,0.2,0,1,1,1,1,0,0,0
CERC49,Hadza,1,7,23,1,1,35,0,8,0,NA,0.5,0,1,1,0,0,NA,0,1
CERC490,Tyva Republic,1,13,17,0.5,1,27,0,1,13,NA,0.8,0,1,1,1,1,0,0,0
CERC491,Tyva Republic,1,14,16,0,1,21,1,0,13,NA,NA,0,0,0,1,1,0,0,0
CERC492,Tyva Republic,1,15,15,0.5,1,31,0,3,17,NA,0.8,0,1,1,1,0,0,0,0
CERC493,Tyva Republic,1,13,17,0.5,0,36,1,2,20,NA,NA,0,0,0,1,1,0,0,0
